ticker,date,quarter,year,net_sentiment,avg_positive,avg_negative,avg_neutral,sentences_scored,same_day_close,next_day_open,next_day_close,overnight_gap,intraday_return,next_day_return,xlk_overnight_gap,abnormal_return
AAPL,2022-01-27,Q1,2022,0.277969,0.364426,0.086457,0.549117,343,155.8171,162.1684,166.6896,0.040761,0.02788,0.069778,0.012419,0.028342
AAPL,2022-04-28,Q2,2022,0.201536,0.334456,0.132919,0.532625,351,160.347,158.5832,154.4775,-0.011,-0.02589,-0.036605,-0.01091,-9e-05
AAPL,2022-07-28,Q3,2022,0.167197,0.305305,0.138109,0.556586,350,154.409,158.2263,159.4726,0.024722,0.007876,0.032793,0.003098,0.021624
AAPL,2022-10-27,Q4,2022,0.234396,0.353883,0.119487,0.52663,377,142.2913,145.6323,153.0417,0.023481,0.050877,0.075552,0.005556,0.017924
AAPL,2023-02-02,Q1,2023,0.217909,0.353444,0.135535,0.51102,352,148.4533,145.7071,152.0755,-0.018499,0.043707,0.0244,-0.017208,-0.001291
AAPL,2023-05-04,Q2,2023,0.228835,0.337191,0.108356,0.554454,333,163.4369,168.5483,171.1065,0.031275,0.015178,0.046927,0.009692,0.021582
AAPL,2023-08-03,Q3,2023,0.273959,0.376386,0.102427,0.521187,351,188.7188,183.1412,179.6565,-0.029555,-0.019028,-0.04802,-0.0034,-0.026155
AAPL,2023-11-03,Q4,2023,0.266369,0.35917,0.092801,0.548029,359,174.6204,174.3535,177.1707,-0.001528,0.016158,0.014605,0.001339,-0.002868
AAPL,2024-02-01,Q1,2024,0.29556,0.384576,0.089017,0.526407,320,184.9509,178.0224,183.9512,-0.037461,0.033304,-0.005405,-0.006794,-0.030667
AAPL,2024-05-02,Q2,2024,0.246603,0.347189,0.100586,0.552226,368,171.4798,184.9729,181.7371,0.078686,-0.017493,0.059816,0.027048,0.051638
AAPL,2024-08-01,Q3,2024,0.272123,0.352953,0.08083,0.566217,340,216.6993,217.4833,218.1879,0.003618,0.00324,0.006869,-0.026586,0.030204
AAPL,2024-10-31,Q4,2024,0.299178,0.353284,0.054107,0.592609,333,224.4495,219.5365,221.4689,-0.021889,0.008802,-0.01328,0.00108,-0.022969
ACN,2021-12-16,Q4,2021,0.259079,0.323594,0.064515,0.611891,365,369.4191,365.5091,365.3984,-0.010584,-0.000303,-0.010884,-0.011005,0.000421
ACN,2022-03-17,Q1,2022,0.244461,0.317277,0.072816,0.609907,391,295.3892,297.5804,299.5034,0.007418,0.006462,0.013928,-0.003554,0.010971
ACN,2022-06-23,Q2,2022,0.273201,0.34551,0.072309,0.58218,335,265.0474,264.6579,277.6029,-0.001469,0.048912,0.047371,0.011489,-0.012958
ACN,2022-09-22,Q3,2022,0.322801,0.395941,0.073141,0.530918,345,244.1137,241.1544,241.9361,-0.012123,0.003241,-0.00892,-0.009092,-0.00303
ACN,2022-12-16,Q4,2022,0.251945,0.357711,0.105766,0.536523,385,247.2261,245.9922,238.7385,-0.004991,-0.029488,-0.034332,0.00016,-0.005151
ACN,2023-03-23,Q1,2023,0.244242,0.340258,0.096016,0.563726,370,254.9496,253.814,255.2686,-0.004454,0.005731,0.001252,-0.00316,-0.001294
ACN,2023-06-22,Q2,2023,0.291405,0.360267,0.068862,0.570871,401,289.4884,282.6764,281.1783,-0.023531,-0.0053,-0.028706,-0.012317,-0.011215
ACN,2023-09-28,Q3,2023,0.281743,0.353987,0.072244,0.573769,416,284.3942,287.7793,290.389,0.011903,0.009069,0.021079,0.009855,0.002048
ACN,2023-12-19,Q4,2023,0.264086,0.349118,0.085032,0.56585,439,324.2489,328.0942,322.3405,0.011859,-0.017537,-0.005886,-0.001142,0.013001
ACN,2024-03-21,Q1,2024,0.216408,0.321744,0.105336,0.572919,395,328.7859,333.8364,321.6105,0.015361,-0.036623,-0.021824,4.8e-05,0.015313
ACN,2024-06-20,Q2,2024,0.339025,0.408382,0.069357,0.52226,363,292.9061,293.7384,295.604,0.002842,0.006351,0.009211,0.000219,0.002623
ACN,2024-09-26,Q3,2024,0.261226,0.332805,0.071578,0.595617,434,341.8803,342.38,336.0095,0.001461,-0.018606,-0.017172,0.001408,5.3e-05
ADBE,2022-03-22,Q1,2022,0.326731,0.374938,0.048206,0.576856,420,466.45,437.51,422.9,-0.062043,-0.033394,-0.093365,-0.009317,-0.052727
ADBE,2022-06-16,Q2,2022,0.305577,0.362007,0.05643,0.581563,451,365.08,349.24,360.79,-0.043388,0.033072,-0.011751,-0.000162,-0.043226
ADBE,2022-09-15,Q3,2022,0.337441,0.376456,0.039015,0.584528,416,309.13,298.32,299.5,-0.034969,0.003955,-0.031152,-0.008731,-0.026239
ADBE,2022-12-15,Q4,2022,0.343387,0.386999,0.043612,0.569389,378,328.71,345.0,338.54,0.049557,-0.018725,0.029905,-0.003406,0.052963
ADBE,2023-03-15,Q1,2023,0.291157,0.33449,0.043333,0.622177,387,333.61,344.57,353.29,0.032853,0.025307,0.058991,-0.003507,0.036359
ADBE,2023-06-15,Q2,2023,0.366264,0.395393,0.029129,0.575477,444,490.91,518.23,495.18,0.055652,-0.044478,0.008698,0.009506,0.046146
ADBE,2023-09-14,Q3,2023,0.296715,0.325279,0.028565,0.646156,406,552.16,532.11,528.89,-0.036312,-0.006051,-0.042144,-0.0036,-0.032712
ADBE,2023-12-13,Q4,2023,0.382108,0.422914,0.040806,0.53628,391,624.26,593.0,584.64,-0.050075,-0.014098,-0.063467,0.000784,-0.05086
ADBE,2024-03-14,Q1,2024,0.31234,0.349071,0.036731,0.614199,469,570.45,499.64,492.46,-0.12413,-0.01437,-0.136717,-0.014369,-0.109761
ADBE,2024-06-13,Q2,2024,0.326152,0.353144,0.026993,0.619863,427,458.74,530.25,525.31,0.155884,-0.009316,0.145115,-0.001411,0.157294
ADBE,2024-09-12,Q3,2024,0.312492,0.358054,0.045562,0.596384,381,586.55,532.565,536.87,-0.092038,0.008084,-0.084699,0.001231,-0.093269
ADBE,2024-12-11,Q4,2024,0.357725,0.403866,0.04614,0.549994,386,549.93,487.5,474.63,-0.113524,-0.0264,-0.136927,-0.006392,-0.107132
ADI,2022-02-16,Q1,2022,0.322653,0.384425,0.061773,0.553802,309,156.2956,154.2437,148.9516,-0.013128,-0.03431,-0.046988,-0.009323,-0.003805
ADI,2022-05-18,Q2,2022,0.342992,0.40817,0.065178,0.526652,268,149.1843,150.0518,150.1358,0.005815,0.00056,0.006378,-0.007488,0.013303
ADI,2022-08-17,Q3,2022,0.263479,0.364181,0.100703,0.535116,285,159.4287,157.1797,159.4287,-0.014107,0.014309,0.0,0.001,-0.015106
ADI,2022-11-22,Q4,2022,0.267087,0.372781,0.105694,0.521525,310,158.6086,159.4703,159.3337,0.005433,-0.000856,0.004572,-0.002177,0.00761
ADI,2023-02-15,Q1,2023,0.296519,0.37455,0.078031,0.547418,282,185.5731,184.036,183.3502,-0.008283,-0.003726,-0.011979,-0.014505,0.006222
ADI,2023-05-24,Q2,2023,0.192707,0.334423,0.141716,0.52386,314,164.6058,158.2477,163.8359,-0.038626,0.035313,-0.004677,0.02657,-0.065196
ADI,2023-08-23,Q3,2023,0.123182,0.285273,0.162092,0.552635,297,169.4802,168.8022,165.861,-0.004,-0.017424,-0.021355,0.012577,-0.016577
ADI,2023-11-21,Q4,2023,0.11659,0.332142,0.215552,0.452306,301,173.8961,174.7692,175.2585,0.005021,0.0028,0.007834,0.006306,-0.001285
ADI,2024-02-21,Q1,2024,0.08762,0.284568,0.196948,0.518484,278,186.7333,190.03,184.9886,0.017654,-0.026529,-0.009343,0.025847,-0.008193
ADI,2024-05-22,Q2,2024,0.238481,0.367151,0.128671,0.504178,269,232.5925,233.2898,227.169,0.002998,-0.026237,-0.023318,0.011434,-0.008436
ADI,2024-08-21,Q3,2024,0.147623,0.351714,0.204092,0.444194,460,221.2104,219.4407,215.7749,-0.008,-0.016705,-0.024571,0.005586,-0.013586
ADI,2024-11-26,Q4,2024,0.205153,0.358008,0.152856,0.489136,286,213.8899,214.1536,212.0542,0.001233,-0.009803,-0.008583,-0.006773,0.008005
ADSK,2021-05-27,Q2,2021,0.318961,0.372987,0.054026,0.572988,353,286.67,287.0,285.86,0.001151,-0.003972,-0.002826,0.005076,-0.003925
ADSK,2021-08-25,Q3,2021,0.346412,0.401649,0.055237,0.543114,364,342.27,317.2,310.19,-0.073246,-0.0221,-0.093727,-0.001207,-0.07204
ADSK,2021-11-23,Q4,2021,0.221188,0.3493,0.128112,0.522588,346,304.0,262.88,256.9,-0.135263,-0.022748,-0.154934,-0.005976,-0.129287
ADSK,2022-02-24,Q1,2022,0.294114,0.371269,0.077155,0.551576,345,218.18,218.18,219.62,0.0,0.0066,0.0066,0.00151,-0.00151
ADSK,2022-05-26,Q2,2022,0.276875,0.366841,0.089965,0.543194,413,191.63,204.0,211.38,0.064551,0.036176,0.103063,0.011182,0.05337
ADSK,2022-08-24,Q3,2022,0.276896,0.33303,0.056133,0.610837,366,214.43,234.72,220.15,0.094623,-0.062074,0.026675,0.002575,0.092048
ADSK,2022-11-22,Q4,2022,0.198552,0.326298,0.127746,0.545956,403,208.9,190.75,197.07,-0.086884,0.033132,-0.05663,-0.002177,-0.084706
ADSK,2023-02-23,Q1,2023,0.199454,0.326935,0.127481,0.545584,379,221.16,203.19,192.53,-0.081253,-0.052463,-0.129454,-0.017754,-0.063499
ADSK,2023-05-25,Q2,2023,0.233346,0.350478,0.117133,0.532389,388,197.56,200.77,198.9,0.016248,-0.009314,0.006783,0.002559,0.013689
ADSK,2023-08-23,Q3,2023,0.241484,0.354046,0.112562,0.533391,373,204.36,215.5,208.6,0.054512,-0.032019,0.020748,0.012577,0.041935
ADSK,2023-11-21,Q4,2023,0.228352,0.326442,0.098091,0.575467,389,217.67,201.25,202.66,-0.075435,0.007006,-0.068958,0.006306,-0.081741
ADSK,2024-02-29,Q1,2024,0.245922,0.343605,0.097683,0.558712,367,258.17,275.0,264.74,0.06519,-0.037309,0.025448,0.002561,0.062629
AKAM,2022-05-03,Q2,2022,0.142595,0.289984,0.147389,0.562626,499,113.8,99.05,102.765,-0.129613,0.037506,-0.096968,0.003894,-0.133507
AKAM,2022-05-09,Q2,2022,0.280689,0.384176,0.103486,0.512338,300,95.5,96.28,97.23,0.008168,0.009867,0.018115,0.023829,-0.015661
AKAM,2022-08-09,Q3,2022,0.153118,0.306276,0.153158,0.540566,406,95.08,95.44,95.99,0.003786,0.005763,0.009571,0.023768,-0.019982
AKAM,2022-11-08,Q4,2022,0.15737,0.299261,0.141891,0.558849,515,83.89,82.75,89.08,-0.013589,0.076495,0.061867,-0.00926,-0.004329
AKAM,2023-02-13,Q1,2023,0.21041,0.287789,0.077378,0.634833,549,87.97,87.99,87.79,0.000227,-0.002273,-0.002046,-0.004692,0.004919
AKAM,2023-02-14,Q1,2023,0.173025,0.276491,0.103466,0.620042,533,87.79,81.53,78.655,-0.071307,-0.035263,-0.104055,-0.006066,-0.06524
AKAM,2023-08-08,Q3,2023,0.266035,0.386932,0.120897,0.492172,41,94.95,101.5,102.99,0.068984,0.01468,0.084676,0.00135,0.067633
AKAM,2023-11-07,Q4,2023,0.198968,0.284192,0.085223,0.630585,434,108.86,109.62,110.56,0.006981,0.008575,0.015616,0.003433,0.003549
AKAM,2024-05-09,Q2,2024,0.178269,0.30186,0.123592,0.574548,433,102.46,94.2,91.19,-0.080617,-0.031953,-0.109994,0.005225,-0.085842
AKAM,2024-08-08,Q3,2024,0.210996,0.30688,0.095884,0.597236,461,91.57,98.01,101.51,0.070329,0.035711,0.108551,-0.000586,0.070915
AKAM,2024-11-07,Q4,2024,0.267277,0.399832,0.132555,0.467613,259,104.4,97.91,89.37,-0.062165,-0.087223,-0.143966,-0.001264,-0.060901
AMAT,2022-02-16,Q1,2022,0.265042,0.348899,0.083857,0.567244,419,135.7588,137.5598,131.4345,0.013266,-0.044528,-0.031853,-0.009323,0.022589
AMAT,2022-05-19,Q2,2022,0.258962,0.370499,0.111537,0.517964,422,106.8504,108.0661,102.7207,0.011378,-0.049464,-0.038649,0.013918,-0.00254
AMAT,2022-08-18,Q3,2022,0.227566,0.363657,0.136091,0.500253,361,104.7174,103.1312,101.1969,-0.015147,-0.018756,-0.03362,-0.00822,-0.006927
AMAT,2022-11-17,Q4,2022,0.21838,0.355435,0.137055,0.50751,377,101.2816,106.6536,101.524,0.05304,-0.048095,0.002393,0.011293,0.041747
AMAT,2023-02-16,Q1,2023,0.219524,0.345315,0.125791,0.528894,403,112.1599,113.511,112.2085,0.012046,-0.011475,0.000433,-0.007133,0.019179
AMAT,2023-05-18,Q2,2023,0.273474,0.363182,0.089708,0.54711,396,126.5806,125.0022,123.6869,-0.012469,-0.010522,-0.02286,0.000254,-0.012723
AMAT,2023-08-17,Q3,2023,0.330116,0.384334,0.054218,0.561449,402,134.4058,134.1519,139.3585,-0.00189,0.038812,0.036849,-0.010139,0.008249
AMAT,2023-11-16,Q4,2023,0.34057,0.439887,0.099316,0.460797,364,151.5543,139.0529,145.4651,-0.082488,0.046114,-0.040178,-0.002238,-0.08025
AMAT,2024-02-15,Q1,2024,0.345559,0.402901,0.057342,0.539757,373,184.1067,198.1948,195.7912,0.076521,-0.012128,0.063466,0.00269,0.073831
AMAT,2024-05-16,Q2,2024,0.347688,0.405312,0.057624,0.537064,369,210.3305,212.6595,208.4142,0.011073,-0.019963,-0.009111,0.002308,0.008765
AMAT,2024-08-15,Q3,2024,0.346095,0.417006,0.070912,0.512082,371,208.5502,201.7767,204.681,-0.032479,0.014394,-0.018553,-0.005293,-0.027185
AMAT,2024-11-14,Q4,2024,0.303419,0.400219,0.096801,0.50298,362,183.486,166.0598,166.5974,-0.094973,0.003238,-0.092043,-0.012365,-0.082608
AMD,2022-05-03,Q2,2022,0.357165,0.400563,0.043398,0.556039,424,91.13,98.18,99.42,0.077362,0.01263,0.090969,0.003894,0.073468
AMD,2022-08-02,Q3,2022,0.29826,0.390066,0.091806,0.518128,378,99.29,94.83,98.09,-0.044919,0.034377,-0.012086,0.004899,-0.049818
AMD,2022-11-01,Q4,2022,0.129429,0.318644,0.189215,0.492141,417,59.66,62.9999,58.63,0.055982,-0.069364,-0.017264,-0.00071,0.056692
AMD,2023-01-31,Q1,2023,0.254337,0.401466,0.147129,0.451405,402,75.15,78.47,84.64,0.044178,0.078629,0.126281,-0.000736,0.044914
AMD,2023-05-02,Q2,2023,0.229438,0.367904,0.138466,0.493631,418,89.91,83.54,81.62,-0.070849,-0.022983,-0.092203,0.001204,-0.072053
AMD,2023-08-01,Q3,2023,0.234553,0.346327,0.111774,0.541899,418,117.6,119.49,109.35,0.016071,-0.084861,-0.070153,-0.008788,0.02486
AMD,2023-10-31,Q4,2023,0.240216,0.371603,0.131387,0.497009,389,98.5,98.58,108.04,0.000812,0.095963,0.096853,0.001768,-0.000956
AMD,2024-01-30,Q1,2024,0.300104,0.401406,0.101302,0.497291,378,172.06,165.74,167.69,-0.036731,0.011765,-0.025398,-0.009509,-0.027223
AMD,2024-04-30,Q2,2024,0.307111,0.412796,0.105685,0.481518,399,158.38,148.11,144.27,-0.064844,-0.025927,-0.08909,-0.00535,-0.059494
AMD,2024-07-30,Q3,2024,0.388506,0.44953,0.061024,0.489446,345,138.44,150.73,144.48,0.088775,-0.041465,0.043629,0.03087,0.057905
AMD,2024-10-29,Q4,2024,0.363904,0.437078,0.073174,0.489748,431,166.25,153.01,148.6,-0.079639,-0.028822,-0.106165,-0.009129,-0.07051
ANET,2022-05-02,Q2,2022,0.109409,0.224433,0.115023,0.660544,472,29.565,28.2225,28.5075,-0.045408,0.010098,-0.035769,-0.000139,-0.045269
ANET,2022-08-01,Q3,2022,0.177493,0.299445,0.121951,0.578604,358,29.4025,30.7275,29.285,0.045064,-0.046945,-0.003996,-0.008616,0.053681
ANET,2022-10-31,Q4,2022,0.148536,0.26641,0.117874,0.615716,425,30.215,30.095,31.9275,-0.003972,0.060891,0.056677,0.012435,-0.016406
ANET,2023-02-14,Q1,2023,0.19302,0.29006,0.09704,0.612901,490,35.365,35.735,35.3825,0.010462,-0.009864,0.000495,-0.006066,0.016528
ANET,2023-05-01,Q2,2023,0.175646,0.278023,0.102377,0.619601,343,40.04,36.3275,33.745,-0.09272,-0.071089,-0.157218,0.001193,-0.093912
ANET,2023-07-31,Q3,2023,0.174595,0.257327,0.082732,0.659941,351,38.7725,44.375,46.4025,0.144497,0.04569,0.196789,-0.003252,0.147749
ANET,2023-10-30,Q4,2023,0.160576,0.254585,0.094009,0.651405,315,43.93,48.575,50.0925,0.105736,0.03124,0.14028,0.000491,0.105245
ANET,2024-02-12,Q1,2024,0.225864,0.303316,0.077453,0.619231,319,70.22,64.4725,66.3775,-0.08185,0.029547,-0.054721,-0.021672,-0.060178
ANET,2024-05-07,Q2,2024,0.164512,0.250424,0.085912,0.663665,384,68.4975,70.7875,72.9175,0.033432,0.03009,0.064528,-0.003574,0.037006
ANET,2024-07-30,Q3,2024,0.172738,0.250372,0.077633,0.671995,414,77.855,84.5,86.6375,0.085351,0.025296,0.112806,0.03087,0.054481
ANET,2024-11-07,Q4,2024,0.198289,0.286452,0.088164,0.625384,320,107.755,101.615,100.1125,-0.056981,-0.014786,-0.070925,-0.001264,-0.055718
APH,2022-04-27,Q2,2022,0.284551,0.390468,0.105917,0.503615,372,33.7333,34.2959,35.3633,0.016676,0.031123,0.048318,0.015716,0.00096
APH,2022-07-27,Q3,2022,0.295957,0.409292,0.113335,0.477373,381,35.9001,36.1317,36.9999,0.006449,0.024029,0.030633,0.001144,0.005305
APH,2022-10-26,Q4,2022,0.280182,0.385698,0.105517,0.508785,410,35.3985,35.6791,35.7371,0.007925,0.001627,0.009564,0.003742,0.004183
APH,2023-01-25,Q1,2023,0.279923,0.410555,0.130632,0.458813,441,38.4888,38.5713,38.0184,0.002142,-0.014334,-0.012223,0.009777,-0.007635
APH,2023-04-26,Q2,2023,0.294457,0.396409,0.101953,0.501638,363,36.0361,35.9435,36.4652,-0.002571,0.014514,0.011906,0.004722,-0.007293
APH,2023-07-26,Q3,2023,0.248394,0.418215,0.169821,0.411964,301,43.3089,43.7635,43.392,0.010497,-0.008489,0.001919,0.013518,-0.003022
APH,2023-10-25,Q4,2023,0.202923,0.353294,0.150371,0.496335,393,39.0337,39.4698,39.2983,0.011172,-0.004345,0.006779,0.001776,0.009397
APH,2024-01-24,Q1,2024,0.250662,0.379142,0.12848,0.492377,412,49.4339,48.825,49.5076,-0.012319,0.013981,0.00149,0.0092,-0.021519
APH,2024-04-24,Q2,2024,0.284951,0.368795,0.083844,0.547362,364,57.2343,56.6979,58.5629,-0.009372,0.032894,0.023214,-0.012473,0.003101
APH,2024-07-24,Q3,2024,0.336756,0.395141,0.058385,0.546474,419,61.1048,61.9131,60.8781,0.013228,-0.016717,-0.00371,-0.001065,0.014293
APH,2024-10-23,Q4,2024,0.322972,0.399935,0.076963,0.523102,337,67.6663,68.6447,68.9807,0.014459,0.004895,0.019425,0.004071,0.010388
AVGO,2022-03-03,Q1,2022,0.253895,0.326453,0.072558,0.600989,309,53.4846,54.7963,55.0921,0.024525,0.005398,0.030055,-0.007807,0.032332
AVGO,2022-06-02,Q2,2022,0.324953,0.371103,0.04615,0.582747,370,53.6762,52.9438,52.4272,-0.013646,-0.009756,-0.023269,-0.018965,0.00532
AVGO,2022-09-01,Q3,2022,0.2484,0.320114,0.071715,0.608171,266,46.1632,48.6017,46.9335,0.052824,-0.034324,0.016687,0.010327,0.042497
AVGO,2022-12-08,Q4,2022,0.206259,0.316485,0.110225,0.57329,571,50.2527,52.1319,51.5434,0.037395,-0.01129,0.025684,-0.004479,0.041875
AVGO,2023-03-02,Q1,2023,0.181818,0.28974,0.107922,0.602339,505,57.1205,58.9382,60.3751,0.031822,0.024381,0.056978,0.006414,0.025407
AVGO,2023-06-01,Q2,2023,0.176657,0.270798,0.094141,0.635061,485,75.918,75.9843,78.0371,0.000873,0.027016,0.027913,0.005905,-0.005032
AVGO,2023-08-31,Q3,2023,0.071329,0.217734,0.146405,0.635862,519,89.1755,87.1444,84.3085,-0.022776,-0.032543,-0.054579,0.006262,-0.029038
AVGO,2023-12-07,Q4,2023,0.184504,0.294211,0.109706,0.596083,519,89.6082,90.1504,91.7496,0.00605,0.01774,0.023898,-0.002161,0.008212
AVGO,2024-03-07,Q1,2024,0.177462,0.272079,0.094617,0.633305,542,137.3371,136.0916,127.7431,-0.009069,-0.061345,-0.069857,0.001805,-0.010874
AVGO,2024-06-12,Q2,2024,0.162693,0.280942,0.118249,0.600808,227,146.5761,167.5984,164.5591,0.143423,-0.018135,0.122687,0.009287,0.134135
AVGO,2024-09-05,Q3,2024,0.154655,0.280696,0.126041,0.593263,291,150.2739,140.8634,134.7126,-0.062623,-0.043665,-0.103553,-0.000812,-0.061811
AVGO,2024-12-12,Q4,2024,0.189079,0.291701,0.102622,0.605677,279,178.2125,211.0022,221.7545,0.183992,0.050958,0.244326,0.009032,0.17496
CDNS,2022-04-25,Q2,2022,0.307988,0.345869,0.037881,0.616249,290,151.1,158.0,151.54,0.045665,-0.040886,0.002912,-0.009089,0.054754
CDNS,2022-07-25,Q3,2022,0.304155,0.353385,0.04923,0.597385,301,167.66,170.54,170.75,0.017178,0.001231,0.01843,-0.000807,0.017984
CDNS,2023-02-13,Q1,2023,0.22617,0.293285,0.067114,0.639601,415,185.7,193.4,199.09,0.041465,0.029421,0.072106,-0.004692,0.046156
CDNS,2023-04-25,Q2,2023,0.213758,0.286141,0.072383,0.641477,396,203.9,203.9,203.61,0.0,-0.001422,-0.001422,0.017573,-0.017573
CDNS,2023-07-24,Q3,2023,0.264562,0.328893,0.064331,0.606775,472,241.27,231.82,238.29,-0.039168,0.02791,-0.012351,0.003231,-0.042398
CDNS,2023-10-23,Q4,2023,0.217327,0.277982,0.060655,0.661363,419,239.92,234.69,237.41,-0.021799,0.01159,-0.010462,0.00396,-0.025759
CDNS,2024-02-12,Q1,2024,0.266694,0.341475,0.074781,0.583745,455,306.58,290.0,294.33,-0.054081,0.014931,-0.039957,-0.021672,-0.032409
CDNS,2024-04-22,Q2,2024,0.24119,0.305641,0.064451,0.629909,449,285.02,278.0,281.76,-0.02463,0.013525,-0.011438,0.00417,-0.0288
CDNS,2024-07-22,Q3,2024,0.254968,0.305398,0.050431,0.644171,419,287.08,285.86,282.99,-0.00425,-0.01004,-0.014247,-0.004157,-9.2e-05
CDNS,2024-10-28,Q4,2024,0.246798,0.317336,0.070538,0.612125,442,252.77,274.94,284.45,0.087708,0.034589,0.125331,0.001911,0.085797
CDW,2022-05-04,Q2,2022,0.314166,0.413686,0.099519,0.486795,412,168.0344,166.1749,162.4368,-0.011067,-0.022495,-0.033313,-0.014711,0.003644
CDW,2022-08-03,Q3,2022,0.35889,0.454183,0.095293,0.450525,373,173.1794,172.3038,171.333,-0.005056,-0.005634,-0.010662,-0.000341,-0.004715
CDW,2022-11-02,Q4,2022,0.345131,0.435535,0.090404,0.474061,405,164.5257,161.7867,164.936,-0.016647,0.019466,0.002494,-0.013968,-0.002679
CDW,2023-02-08,Q1,2023,0.266456,0.39947,0.133014,0.467516,439,193.0492,195.0021,194.6766,0.010116,-0.001669,0.00843,0.015443,-0.005327
CDW,2023-05-03,Q2,2023,0.108561,0.31984,0.211279,0.468882,468,158.3812,156.6915,157.3156,-0.010669,0.003983,-0.006728,-0.00398,-0.006689
CDW,2023-08-02,Q3,2023,0.224724,0.372765,0.148042,0.479193,452,189.7972,188.4099,191.9938,-0.00731,0.019022,0.011574,-0.00815,0.000841
CDW,2023-11-01,Q4,2023,0.229421,0.381587,0.152166,0.466247,412,192.4407,193.4552,199.6973,0.005272,0.032266,0.037708,0.009032,-0.00376
CDW,2024-02-07,Q1,2024,0.218204,0.382202,0.163998,0.4538,377,230.2397,230.2397,236.4026,0.0,0.026768,0.026768,0.001712,-0.001712
CDW,2024-05-01,Q2,2024,0.108698,0.297305,0.188608,0.514087,388,208.4836,210.582,212.1751,0.010065,0.007566,0.017707,0.012766,-0.002702
CDW,2024-07-31,Q3,2024,0.169667,0.364717,0.195051,0.440232,343,212.451,210.5419,208.0483,-0.008986,-0.011844,-0.020723,-0.002742,-0.006244
CDW,2024-10-30,Q4,2024,0.095644,0.314227,0.218582,0.467191,371,190.5128,190.044,183.842,-0.002461,-0.032634,-0.035015,-0.010975,0.008514
CRM,2021-05-27,Q2,2021,0.26961,0.329099,0.059489,0.611411,466,222.5134,235.7067,234.6032,0.059292,-0.004682,0.054333,0.005076,0.054217
CRM,2021-08-25,Q3,2021,0.310722,0.375118,0.064396,0.560486,429,257.0191,265.8376,263.8571,0.034311,-0.00745,0.026605,-0.001207,0.035517
CRM,2021-11-30,Q4,2021,0.304022,0.368641,0.064618,0.566741,473,280.775,267.2762,247.8064,-0.048077,-0.072845,-0.11742,0.01055,-0.058627
CRM,2022-03-01,Q1,2022,0.277676,0.34782,0.070145,0.582035,475,205.8222,212.9263,207.3001,0.034516,-0.026423,0.007181,0.007351,0.027164
