ticker,date,quarter,year,net_sentiment,avg_positive,avg_negative,avg_neutral,sentences_scored,same_day_close,next_day_open,next_day_close,overnight_gap,intraday_return,next_day_return,xlk_overnight_gap,abnormal_return
QCOM,2022-11-02,Q4,2022,0.173852,0.332045,0.158192,0.509763,310,103.7929,96.3013,95.84,-0.072178,-0.00479,-0.076622,-0.013968,-0.058209
QCOM,2023-02-02,Q1,2023,0.184908,0.32188,0.136972,0.541149,291,126.0788,121.7261,125.3085,-0.034523,0.02943,-0.00611,-0.017208,-0.017316
QCOM,2023-05-03,Q2,2023,0.187894,0.330181,0.142287,0.527532,299,105.3495,97.133,99.5139,-0.077993,0.024512,-0.055393,-0.00398,-0.074014
QCOM,2023-08-02,Q3,2023,0.191282,0.296143,0.104861,0.598995,297,121.551,109.9808,111.6122,-0.095188,0.014833,-0.081767,-0.00815,-0.087038
QCOM,2023-11-01,Q4,2023,0.341753,0.410351,0.068598,0.521052,315,105.0049,111.7092,111.1316,0.063847,-0.005171,0.058346,0.009032,0.054815
QCOM,2024-01-31,Q1,2024,0.291144,0.373688,0.082544,0.543768,268,141.5079,134.2282,134.4568,-0.051444,0.001704,-0.049828,0.003996,-0.055441
QCOM,2024-05-01,Q2,2024,0.324547,0.382558,0.058011,0.559431,233,157.1751,168.0551,172.4894,0.069222,0.026386,0.097435,0.012766,0.056455
QCOM,2024-07-31,Q3,2024,0.268532,0.339409,0.070877,0.589714,297,174.0228,165.1846,157.7217,-0.050788,-0.045179,-0.093672,-0.002742,-0.048045
QCOM,2024-11-06,Q4,2024,0.333943,0.401055,0.067112,0.531833,232,167.2313,174.2642,167.154,0.042054,-0.040801,-0.000462,0.006942,0.035112
ROP,2022-04-26,Q2,2022,0.326787,0.40108,0.074292,0.524628,276,460.1368,461.989,462.7494,0.004025,0.001646,0.005678,0.011157,-0.007132
ROP,2022-07-22,Q3,2022,0.238055,0.317458,0.079403,0.603139,378,401.2007,399.1211,403.6025,-0.005183,0.011228,0.005987,-0.000437,-0.004746
ROP,2022-10-26,Q4,2022,0.298621,0.372862,0.074241,0.552897,361,380.0758,384.0854,391.5373,0.010549,0.019402,0.030156,0.003742,0.006808
ROP,2023-01-27,Q1,2023,0.252465,0.334293,0.081828,0.583879,434,425.186,424.2555,414.7745,-0.002188,-0.022347,-0.024487,-0.011485,0.009297
ROP,2023-04-27,Q2,2023,0.25836,0.345591,0.087231,0.567178,353,444.3603,443.399,446.1261,-0.002163,0.00615,0.003974,0.0,-0.002163
ROP,2023-07-21,Q3,2023,0.259391,0.348244,0.088853,0.562904,333,490.5792,491.316,486.4336,0.001502,-0.009937,-0.00845,0.004429,-0.002927
ROP,2023-10-25,Q4,2023,0.253373,0.330532,0.077159,0.592309,460,473.389,475.081,472.5724,0.003574,-0.00528,-0.001725,0.001776,0.001799
ROP,2024-01-31,Q1,2024,0.275572,0.357013,0.081441,0.561546,883,529.0215,530.5682,537.7006,0.002924,0.013443,0.016406,0.003996,-0.001073
ROP,2024-04-26,Q2,2024,0.27161,0.355444,0.083834,0.560721,445,519.6777,515.3469,506.6557,-0.008334,-0.016865,-0.025058,0.005154,-0.013488
ROP,2024-07-24,Q3,2024,0.295274,0.403915,0.108641,0.487444,315,525.5047,534.5533,534.3163,0.017219,-0.000444,0.016768,-0.001065,0.018284
ROP,2024-10-23,Q4,2024,0.236526,0.345433,0.108907,0.54566,440,537.0823,537.844,536.2513,0.001418,-0.002961,-0.001547,0.004071,-0.002653
SNPS,2022-02-16,Q1,2022,0.312389,0.37068,0.05829,0.57103,298,306.79,318.59,293.31,0.038463,-0.07935,-0.043939,-0.009323,0.047786
SNPS,2022-05-18,Q2,2022,0.303891,0.371554,0.067663,0.560783,291,272.57,289.0,300.52,0.060278,0.039862,0.102542,-0.007488,0.067766
SNPS,2022-08-17,Q3,2022,0.257099,0.333748,0.076649,0.589604,293,381.0,384.35,373.32,0.008793,-0.028698,-0.020157,0.001,0.007793
SNPS,2022-11-30,Q4,2022,0.366564,0.408894,0.04233,0.548776,282,339.54,362.59,357.84,0.067886,-0.0131,0.053896,0.000956,0.06693
SNPS,2023-02-15,Q1,2023,0.239588,0.301451,0.061863,0.636686,333,379.48,357.87,359.71,-0.056946,0.005142,-0.052098,-0.014505,-0.042442
SNPS,2023-05-17,Q2,2023,0.263742,0.329311,0.065569,0.60512,392,377.08,387.5,409.71,0.027633,0.057316,0.086533,0.001231,0.026403
SNPS,2023-08-16,Q3,2023,0.228354,0.302539,0.074185,0.623276,405,428.21,450.16,424.1,0.05126,-0.057891,-0.009598,0.00445,0.04681
SNPS,2023-11-29,Q4,2023,0.307385,0.372765,0.06538,0.561855,329,552.46,558.47,543.23,0.010879,-0.027289,-0.016707,0.004165,0.006714
SNPS,2024-02-21,Q1,2024,0.274223,0.333836,0.059613,0.606551,304,543.57,589.99,580.9,0.085398,-0.015407,0.068676,0.025847,0.059551
SNPS,2024-05-22,Q2,2024,0.274397,0.325412,0.051015,0.623573,297,573.13,582.1,586.3,0.015651,0.007215,0.022979,0.011434,0.004216
SNPS,2024-08-21,Q3,2024,0.262247,0.329956,0.067709,0.602335,323,564.68,577.26,548.06,0.022278,-0.050584,-0.029433,0.005586,0.016693
SNPS,2024-12-04,Q4,2024,0.220152,0.29796,0.077808,0.624232,363,588.0,544.52,515.29,-0.073946,-0.05368,-0.123656,-0.001576,-0.07237
STX,2021-10-22,Q4,2021,0.290829,0.384574,0.093746,0.52168,406,75.8179,77.0008,77.4954,0.015601,0.006424,0.022125,0.003788,0.011814
STX,2022-01-26,Q1,2022,0.206493,0.360089,0.153596,0.486315,343,84.2465,93.8512,90.6934,0.114007,-0.033647,0.076524,0.016204,0.097803
STX,2022-04-27,Q2,2022,0.180785,0.34371,0.162925,0.493366,397,71.9646,71.9911,72.423,0.000367,0.005999,0.006369,0.015716,-0.015349
STX,2022-07-21,Q3,2022,0.135064,0.313055,0.177992,0.508953,403,74.4212,66.7575,68.3864,-0.102978,0.0244,-0.081091,-0.000431,-0.102547
STX,2022-10-26,Q4,2022,0.035526,0.250894,0.215368,0.533738,419,48.0775,47.8524,46.7898,-0.004683,-0.022205,-0.026784,0.003742,-0.008424
STX,2023-01-25,Q1,2023,0.154176,0.298596,0.14442,0.556984,425,56.8252,62.7953,62.9961,0.10506,0.003198,0.108594,0.009777,0.095283
STX,2023-04-20,Q2,2023,0.076333,0.276041,0.199708,0.52425,382,52.6931,51.7884,52.0838,-0.017169,0.005704,-0.011563,-0.004385,-0.012784
STX,2023-07-26,Q3,2023,0.094216,0.280648,0.186432,0.532921,339,54.1133,54.6361,58.0152,0.00966,0.061849,0.072106,0.013518,-0.003858
STX,2023-10-26,Q4,2023,0.24103,0.365654,0.124624,0.509721,340,62.1272,63.0897,64.3542,0.015492,0.020042,0.035844,0.006118,0.009374
STX,2024-01-24,Q1,2024,0.320626,0.400679,0.080052,0.519269,339,84.8613,86.7932,86.5933,0.022766,-0.002303,0.02041,0.0092,0.013565
STX,2024-04-23,Q2,2024,0.282578,0.378385,0.095808,0.525807,315,83.0082,83.9963,83.5646,0.011903,-0.005139,0.006703,0.007406,0.004497
STX,2024-07-23,Q3,2024,0.280068,0.373677,0.093609,0.532714,350,101.7033,105.2769,105.7888,0.035138,0.004862,0.040171,-0.013055,0.048193
SWKS,2022-02-03,Q1,2022,0.282442,0.354967,0.072526,0.572507,330,121.8839,118.4968,118.8575,-0.02779,0.003044,-0.02483,-0.005347,-0.022443
SWKS,2022-05-03,Q2,2022,0.252827,0.338611,0.085784,0.575604,344,105.5375,100.8291,100.2903,-0.044614,-0.005344,-0.04972,0.003894,-0.048507
SWKS,2022-08-04,Q3,2022,0.221321,0.320359,0.099038,0.580603,370,100.8305,100.3509,100.0667,-0.004757,-0.002832,-0.007576,-0.016015,0.011258
SWKS,2022-11-03,Q4,2022,0.215826,0.339843,0.124017,0.53614,342,73.5699,77.1259,78.5645,0.048336,0.018652,0.067889,0.020788,0.027548
SWKS,2023-02-06,Q1,2023,0.17757,0.282698,0.105128,0.612174,441,98.2979,103.1462,110.6121,0.049323,0.072382,0.125275,0.0015,0.047823
SWKS,2023-05-08,Q2,2023,0.219146,0.343155,0.124009,0.532836,252,95.1911,83.2877,90.2886,-0.125048,0.084057,-0.051501,-0.005491,-0.119557
SWKS,2023-08-07,Q3,2023,0.239314,0.351448,0.112134,0.536417,594,100.2385,96.9812,98.9556,-0.032495,0.020358,-0.012798,-0.006991,-0.025504
SWKS,2023-11-02,Q4,2023,0.185632,0.327132,0.1415,0.531369,295,81.9532,79.0505,83.3725,-0.035419,0.054674,0.017318,-0.001,-0.034419
SWKS,2024-01-31,Q1,2024,0.183536,0.330736,0.1472,0.522063,306,96.3383,96.3937,94.955,0.000574,-0.014925,-0.01436,0.003996,-0.003422
SWKS,2024-04-30,Q2,2024,0.12453,0.313608,0.189078,0.497314,270,98.947,84.5399,83.8251,-0.145605,-0.008455,-0.152829,-0.00535,-0.140255
SWKS,2024-07-30,Q3,2024,0.258365,0.340125,0.08176,0.578115,261,110.041,104.6741,106.2355,-0.048772,0.014917,-0.034582,0.03087,-0.079643
SWKS,2024-11-12,Q4,2024,0.222341,0.340917,0.118576,0.540507,309,81.9194,79.7923,78.2865,-0.025965,-0.018872,-0.044347,-0.002117,-0.023848
TDY,2022-04-27,Q2,2022,0.141924,0.27543,0.133506,0.591064,315,451.16,457.16,452.89,0.013299,-0.00934,0.003835,0.015716,-0.002417
TDY,2022-07-27,Q3,2022,0.115532,0.29192,0.176388,0.531692,238,372.01,373.55,383.46,0.00414,0.026529,0.030779,0.001144,0.002996
TDY,2022-10-26,Q4,2022,0.133994,0.275653,0.141658,0.582689,297,376.67,380.82,379.93,0.011018,-0.002337,0.008655,0.003742,0.007276
TDY,2023-01-25,Q1,2023,0.093947,0.287744,0.193796,0.51846,216,429.5,434.48,426.62,0.011595,-0.018091,-0.006705,0.009777,0.001818
TDY,2023-04-26,Q2,2023,0.202006,0.313983,0.111977,0.574039,267,404.92,404.86,410.99,-0.000148,0.015141,0.014991,0.004722,-0.004871
TDY,2023-07-26,Q3,2023,0.206988,0.358198,0.151209,0.490593,223,387.87,389.795,378.77,0.004963,-0.028284,-0.023461,0.013518,-0.008555
TDY,2023-10-25,Q4,2023,0.157539,0.272692,0.115153,0.612155,313,373.28,373.13,372.24,-0.000402,-0.002385,-0.002786,0.001776,-0.002178
TDY,2024-01-24,Q1,2024,0.174898,0.303257,0.128359,0.568383,311,417.92,419.67,424.91,0.004187,0.012486,0.016726,0.0092,-0.005013
TDY,2024-04-24,Q2,2024,0.027082,0.23084,0.203758,0.565401,271,362.5,365.44,376.98,0.00811,0.031578,0.039945,-0.012473,0.020583
TDY,2024-07-24,Q3,2024,0.176335,0.316609,0.140274,0.543117,208,417.0,415.81,415.7,-0.002854,-0.000265,-0.003118,-0.001065,-0.001788
TDY,2024-10-23,Q4,2024,0.134347,0.275304,0.140957,0.583739,237,470.09,470.56,472.86,0.001,0.004888,0.005892,0.004071,-0.003071
TEL,2022-01-26,Q1,2022,0.276103,0.39669,0.120588,0.482722,331,131.2099,133.4943,127.9931,0.01741,-0.04121,-0.024517,0.016204,0.001206
TEL,2022-04-27,Q2,2022,0.260425,0.357715,0.09729,0.544995,456,117.1246,118.9304,118.79,0.015418,-0.00118,0.01422,0.015716,-0.000299
TEL,2022-07-27,Q3,2022,0.20174,0.323542,0.121803,0.554655,414,120.15,121.7949,123.3457,0.01369,0.012733,0.026598,0.001144,0.012546
TEL,2022-11-02,Q4,2022,0.208589,0.357454,0.148864,0.493682,373,107.249,106.645,106.5978,-0.005632,-0.000442,-0.006072,-0.013968,0.008336
TEL,2023-01-25,Q1,2023,0.167092,0.321974,0.154882,0.523143,367,117.1456,116.975,117.8092,-0.001457,0.007132,0.005665,0.009777,-0.011234
TEL,2023-04-26,Q2,2023,0.189344,0.328027,0.138682,0.533291,393,114.4342,114.2058,115.5672,-0.001997,0.011921,0.0099,0.004722,-0.006719
TEL,2023-07-26,Q3,2023,0.231439,0.343966,0.112527,0.543507,377,138.1611,139.7394,137.6062,0.011424,-0.015266,-0.004016,0.013518,-0.002094
TEL,2023-11-01,Q4,2023,0.203846,0.326276,0.12243,0.551294,414,118.0697,118.6751,119.2037,0.005128,0.004454,0.009604,0.009032,-0.003904
TEL,2024-01-24,Q1,2024,0.242993,0.358915,0.115922,0.525164,415,138.6499,139.5091,139.2581,0.006196,-0.001799,0.004386,0.0092,-0.003004
TEL,2024-04-24,Q2,2024,0.257578,0.351065,0.093487,0.555448,366,135.7027,137.021,136.168,0.009714,-0.006225,0.003429,-0.012473,0.022187
TEL,2024-07-24,Q3,2024,0.233951,0.322694,0.088743,0.588563,381,152.6943,152.3974,150.4455,-0.001945,-0.012808,-0.014727,-0.001065,-0.000879
TEL,2024-10-30,Q4,2024,0.251433,0.360495,0.109062,0.530442,368,148.3959,145.8735,144.1236,-0.016997,-0.011997,-0.02879,-0.010975,-0.006022
TER,2022-04-27,Q2,2022,0.152866,0.297499,0.144632,0.557869,390,104.5539,106.8845,109.8249,0.022291,0.027509,0.050414,0.015716,0.006575
TER,2022-07-27,Q3,2022,0.055167,0.276515,0.221349,0.502136,375,96.4199,95.3961,97.4142,-0.010619,0.021156,0.010312,0.001144,-0.011762
TER,2022-10-26,Q4,2022,0.073695,0.264871,0.191175,0.543954,357,81.0773,81.9941,78.7214,0.011307,-0.039913,-0.029058,0.003742,0.007565
TER,2023-01-26,Q1,2023,0.047048,0.254681,0.207634,0.537685,398,102.3134,100.231,102.0864,-0.020353,0.018511,-0.002219,-0.006317,-0.014036
TER,2023-04-27,Q2,2023,0.097305,0.279886,0.182581,0.537533,419,89.2797,89.423,90.2775,0.001605,0.009556,0.011176,0.0,0.001605
TER,2023-07-27,Q3,2023,0.151761,0.312716,0.160955,0.52633,379,109.4112,111.696,111.0827,0.020882,-0.00549,0.015278,0.009285,0.011597
TER,2023-10-26,Q4,2023,0.113353,0.279026,0.165673,0.555301,358,84.2757,83.9886,83.0084,-0.003407,-0.01167,-0.015038,0.006118,-0.009525
TER,2024-01-31,Q1,2024,0.150546,0.305953,0.155407,0.53864,369,95.7457,96.281,94.3083,0.005591,-0.020488,-0.015012,0.003996,0.001594
TER,2024-04-25,Q2,2024,0.184702,0.311553,0.126851,0.561595,410,108.0843,109.6027,113.2647,0.014048,0.033412,0.047929,0.007895,0.006154
TER,2024-07-25,Q3,2024,0.246812,0.337605,0.090793,0.571602,430,123.4979,124.3174,125.6086,0.006635,0.010387,0.017091,0.013485,-0.00685
TER,2024-10-24,Q4,2024,0.17364,0.264518,0.090878,0.644604,322,110.0792,110.5465,111.1033,0.004245,0.005036,0.009303,0.005674,-0.001429
TRMB,2022-05-05,Q2,2022,0.297616,0.424637,0.127021,0.448341,322,63.27,62.39,64.08,-0.013909,0.027088,0.012802,-0.009103,-0.004806
TRMB,2022-08-05,Q3,2022,0.158295,0.281394,0.123099,0.595507,372,68.1,68.45,68.24,0.00514,-0.003068,0.002056,-0.000884,0.006024
TRMB,2022-11-02,Q4,2022,0.219817,0.359018,0.139201,0.50178,370,53.65,52.94,52.06,-0.013234,-0.016623,-0.029637,-0.013968,0.000734
TRMB,2023-02-08,Q1,2023,0.173999,0.309582,0.135584,0.554834,388,56.24,57.05,57.45,0.014403,0.007011,0.021515,0.015443,-0.001041
TRMB,2023-05-03,Q2,2023,0.219237,0.3295,0.110263,0.560238,427,47.41,47.28,47.6,-0.002742,0.006768,0.004008,-0.00398,0.001238
TRMB,2023-08-03,Q3,2023,0.247962,0.379474,0.131512,0.489014,319,55.51,55.51,55.77,0.0,0.004684,0.004684,-0.0034,0.0034
TRMB,2023-11-01,Q4,2023,0.183044,0.326132,0.143088,0.530781,386,40.96,41.28,41.84,0.007813,0.013566,0.021484,0.009032,-0.00122
TRMB,2024-02-12,Q1,2024,0.245798,0.32719,0.081392,0.591418,427,54.69,54.75,55.96,0.001097,0.0221,0.023222,-0.021672,0.022769
TRMB,2024-05-03,Q2,2024,0.211561,0.298279,0.086717,0.615004,394,55.93,56.83,56.2,0.016092,-0.011086,0.004827,0.003802,0.01229
TRMB,2024-08-06,Q3,2024,0.232474,0.315587,0.083113,0.601301,329,51.53,52.06,50.59,0.010285,-0.028237,-0.018242,0.024229,-0.013943
TRMB,2024-11-06,Q4,2024,0.583269,0.633776,0.050507,0.315717,231,72.64,72.65,72.14,0.000138,-0.00702,-0.006883,0.006942,-0.006805
TXN,2022-04-26,Q2,2022,0.043182,0.208628,0.165446,0.625927,269,149.6394,142.6301,150.4834,-0.046842,0.055061,0.00564,0.011157,-0.057999
TXN,2022-07-26,Q3,2022,0.123458,0.254593,0.131135,0.614272,244,143.869,149.1822,153.44,0.036931,0.028541,0.066526,0.016475,0.020456
TXN,2022-10-25,Q4,2022,0.088291,0.203309,0.115018,0.681673,331,145.9822,137.3444,142.1202,-0.05917,0.034772,-0.026455,-0.02522,-0.03395
TXN,2023-01-24,Q1,2023,0.079353,0.222855,0.143502,0.633643,292,160.6024,160.2305,158.7881,-0.002316,-0.009002,-0.011297,-0.016906,0.01459
TXN,2023-04-25,Q2,2023,0.059564,0.202706,0.143142,0.654152,282,154.7633,156.2069,150.259,0.009328,-0.038077,-0.029104,0.017573,-0.008246
TXN,2023-07-25,Q3,2023,0.050012,0.212065,0.162053,0.625883,237,171.2835,162.8242,162.005,-0.049387,-0.005031,-0.05417,-0.010479,-0.038909
TXN,2023-10-24,Q4,2023,0.050087,0.222184,0.172097,0.60572,333,136.1775,131.0797,131.4226,-0.037435,0.002616,-0.034917,0.00478,-0.042216
TXN,2024-01-23,Q1,2024,-0.03474,0.172836,0.207576,0.619587,301,163.0878,160.2346,159.0934,-0.017495,-0.007122,-0.024492,0.006886,-0.024381
TXN,2024-04-23,Q2,2024,0.043082,0.18621,0.143128,0.670663,246,156.032,168.0642,164.8393,0.077114,-0.019189,0.056445,0.007406,0.069707
TXN,2024-07-23,Q3,2024,0.1242,0.250467,0.126267,0.623266,401,188.3107,195.9746,188.3012,0.040698,-0.039155,-5e-05,-0.013055,0.053753
TXN,2024-10-22,Q4,2024,0.058727,0.22392,0.165193,0.610887,368,185.3831,192.1401,192.8091,0.036449,0.003482,0.040058,-0.003711,0.04016
TYL,2022-04-28,Q2,2022,0.25411,0.36072,0.10661,0.53267,383,403.66,400.28,394.71,-0.008373,-0.013915,-0.022172,-0.01091,0.002537
TYL,2022-07-28,Q3,2022,0.196474,0.318928,0.122453,0.558619,426,398.35,398.16,399.0,-0.000477,0.00211,0.001632,0.003098,-0.003575
TYL,2022-10-27,Q4,2022,0.117071,0.299692,0.182621,0.517687,366,333.53,332.1,330.5,-0.004287,-0.004818,-0.009085,0.005556,-0.009844
TYL,2023-02-16,Q1,2023,0.193051,0.324557,0.131506,0.543937,394,339.09,336.22,343.6,-0.008464,0.02195,0.0133,-0.007133,-0.001331
TYL,2023-04-27,Q2,2023,0.183565,0.274328,0.090764,0.634908,301,386.2,381.56,379.03,-0.012015,-0.006631,-0.018566,0.0,-0.012015
TYL,2023-07-27,Q3,2023,0.199058,0.318181,0.119122,0.562697,268,383.39,389.01,390.67,0.014659,0.004267,0.018988,0.009285,0.005374
TYL,2023-11-02,Q4,2023,0.243068,0.336203,0.093135,0.570662,324,405.75,408.26,416.25,0.006186,0.019571,0.025878,-0.001,0.007186
TYL,2024-02-15,Q1,2024,0.240468,0.339392,0.098923,0.561685,397,441.11,443.07,440.98,0.004443,-0.004717,-0.000295,0.00269,0.001753
TYL,2024-04-25,Q2,2024,0.271412,0.334452,0.06304,0.602508,320,458.07,459.0,460.74,0.00203,0.003791,0.005829,0.007895,-0.005864
TYL,2024-07-25,Q3,2024,0.337916,0.408052,0.070136,0.521811,324,564.34,570.91,590.65,0.011642,0.034576,0.046621,0.013485,-0.001843
TYL,2024-10-24,Q4,2024,0.201324,0.297921,0.096598,0.605481,353,611.67,613.5,605.86,0.002992,-0.012453,-0.009499,0.005674,-0.002683
VRSN,2022-04-28,Q2,2022,0.08503,0.231742,0.146712,0.621546,117,205.8536,182.9294,176.4897,-0.111362,-0.035203,-0.142645,-0.01091,-0.100452
VRSN,2022-07-28,Q3,2022,0.05574,0.227281,0.171541,0.601177,156,180.2923,178.6231,186.8308,-0.009258,0.04595,0.036266,0.003098,-0.012356
VRSN,2022-10-27,Q4,2022,0.132895,0.238688,0.105793,0.655518,133,183.5022,192.7865,200.8658,0.050595,0.041908,0.094623,0.005556,0.045038
VRSN,2023-02-09,Q1,2023,0.14435,0.2591,0.11475,0.62615,169,205.5277,200.9942,207.5919,-0.022058,0.032826,0.010044,-0.007445,-0.014613
VRSN,2023-04-27,Q2,2023,0.18139,0.266185,0.084794,0.649021,137,214.2292,209.5772,219.0688,-0.021715,0.04529,0.022591,0.0,-0.021715
VRSN,2023-07-27,Q3,2023,0.077779,0.223709,0.14593,0.63036,166,206.8709,205.7548,205.7153,-0.005395,-0.000192,-0.005586,0.009285,-0.01468
VRSN,2023-10-26,Q4,2023,0.086329,0.228264,0.141936,0.6298,144,202.0115,198.0015,190.258,-0.01985,-0.039108,-0.058182,0.006118,-0.025968
VRSN,2024-02-08,Q1,2024,0.040237,0.204292,0.164055,0.631653,158,198.5447,199.7299,195.9372,0.00597,-0.018989,-0.013133,0.004193,0.001776
VRSN,2024-04-25,Q2,2024,0.070779,0.196906,0.126128,0.676966,152,180.4305,177.102,173.3192,-0.018448,-0.02136,-0.039413,0.007895,-0.026342
VRSN,2024-07-25,Q3,2024,0.0707,0.182659,0.111959,0.705382,189,174.5637,174.1489,181.8331,-0.002376,0.044124,0.041643,0.013485,-0.015861
VRSN,2024-10-24,Q4,2024,0.108021,0.23831,0.13029,0.6314,152,182.8405,184.6973,179.028,0.010156,-0.030695,-0.020851,0.005674,0.004481
WDC,2021-10-28,Q4,2021,0.184889,0.337482,0.152593,0.509925,414,43.1141,37.5743,39.3582,-0.128492,0.047476,-0.087116,-0.009823,-0.118668
WDC,2022-01-27,Q1,2022,0.166092,0.331827,0.165735,0.502439,411,40.5249,36.9496,37.5593,-0.088224,0.0165,-0.07318,0.012419,-0.100643
WDC,2022-04-28,Q2,2022,0.157673,0.293637,0.135964,0.5704,393,39.5991,40.0055,39.9453,0.010264,-0.001505,0.008744,-0.01091,0.021174
WDC,2022-08-05,Q3,2022,0.189457,0.366879,0.177422,0.455698,348,35.4442,35.2034,35.813,-0.006795,0.017319,0.010406,-0.000884,-0.005911
WDC,2022-10-27,Q4,2022,0.069021,0.284418,0.215397,0.500185,341,25.8474,25.7797,26.7205,-0.002621,0.036496,0.03378,0.005556,-0.008177
WDC,2023-01-31,Q1,2023,0.086692,0.279449,0.192757,0.527794,386,33.0808,32.998,32.6066,-0.002503,-0.011861,-0.014334,-0.000736,-0.001767
WDC,2023-05-08,Q2,2023,0.085926,0.255128,0.169202,0.575671,362,25.727,24.9969,25.2904,-0.028379,0.011743,-0.016969,-0.005491,-0.022888
WDC,2023-07-31,Q3,2023,0.121497,0.295481,0.173984,0.530534,719,32.0345,31.613,32.2679,-0.013158,0.020714,0.007284,-0.003252,-0.009906
WDC,2023-10-31,Q4,2023,0.241481,0.378015,0.136534,0.485451,393,30.2205,29.9722,31.4173,-0.008219,0.048217,0.039601,0.001768,-0.009987
WDC,2024-01-25,Q1,2024,0.220281,0.366009,0.145729,0.488262,290,45.4098,44.3034,43.8292,-0.024366,-0.010703,-0.034809,-0.007006,-0.01736
WDC,2024-04-25,Q2,2024,0.316735,0.381784,0.065049,0.553167,410,52.2669,53.4411,53.712,0.022465,0.00507,0.02765,0.007895,0.014571
WDC,2024-07-31,Q3,2024,0.347738,0.431331,0.083592,0.485077,316,50.4679,45.4174,45.5604,-0.100075,0.003149,-0.097241,-0.002742,-0.097332
ZBRA,2022-05-03,Q2,2022,0.335951,0.444631,0.10868,0.446689,303,368.14,364.17,367.87,-0.010784,0.01016,-0.000733,0.003894,-0.014678
ZBRA,2022-08-02,Q3,2022,0.313631,0.421812,0.108181,0.470006,333,323.32,322.22,326.41,-0.003402,0.013004,0.009557,0.004899,-0.008301
ZBRA,2022-11-01,Q4,2022,0.224341,0.373676,0.149335,0.476989,335,238.3,236.07,236.03,-0.009358,-0.000169,-0.009526,-0.00071,-0.008648
ZBRA,2023-02-16,Q1,2023,0.297584,0.420633,0.123049,0.456318,317,333.44,329.12,322.58,-0.012956,-0.019871,-0.03257,-0.007133,-0.005823
ZBRA,2023-05-02,Q2,2023,0.203766,0.362554,0.158787,0.478659,349,255.44,255.45,258.5,3.9e-05,0.01194,0.011979,0.001204,-0.001165
ZBRA,2023-08-01,Q3,2023,0.048222,0.265936,0.217713,0.516351,413,254.77,250.1,241.15,-0.01833,-0.035786,-0.05346,-0.008788,-0.009542
ZBRA,2023-10-31,Q4,2023,0.140001,0.289215,0.149215,0.56157,364,209.43,209.57,197.99,0.000668,-0.055256,-0.054624,0.001768,-0.0011
ZBRA,2024-02-15,Q1,2024,0.223343,0.361306,0.137963,0.50073,313,283.75,282.41,275.46,-0.004722,-0.02461,-0.029216,0.00269,-0.007413
ZBRA,2024-04-30,Q2,2024,0.269333,0.388408,0.119075,0.492517,351,314.56,311.61,309.05,-0.009378,-0.008215,-0.017517,-0.00535,-0.004028
ZBRA,2024-07-30,Q3,2024,0.263759,0.368983,0.105223,0.525794,383,348.12,357.78,351.19,0.027749,-0.018419,0.008819,0.03087,-0.003121
ZBRA,2024-10-29,Q4,2024,0.342473,0.432147,0.089673,0.47818,361,384.68,381.36,383.89,-0.008631,0.006634,-0.002054,-0.009129,0.000499
